sample_id,group,Acetatifactor sp.,Acutalibacteraceae bacterium,Agathobacter,Agathobacter rectalis,Agathobacter rectalis ATCC 33656,Agathobacter sp.,Akkermansia,Akkermansia muciniphila,Akkermansia sp.,Alistipes,Alistipes communis,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes putredinis DSM 17216,Alistipes shahii,Alistipes sp.,Alistipes sp. HGB5,Anaerobutyricum hallii,Anaerostipes,Anaerostipes hadrus,Anaerostipes sp.,Bacilli bacterium,Bacillota,Bacillota bacterium,Bacteria,Bacteriophage sp.,Bacteroidaceae,Bacteroidaceae bacterium,Bacteroidales,Bacteroidales bacterium,Bacteroides,Bacteroides acidifaciens,Bacteroides caccae,Bacteroides caccae ATCC 43185,Bacteroides caecimuris,Bacteroides cellulosilyticus,Bacteroides clarus,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,Bacteroides fragilis,Bacteroides fragilis str. 3397 T10,Bacteroides intestinalis,Bacteroides nordii,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,Bacteroides ovatus SD CMC 3f,Bacteroides salyersiae,Bacteroides sp.,Bacteroides sp. 2_2_4,Bacteroides sp. 3_1_23,Bacteroides sp. 3_1_33FAA,Bacteroides sp. 3_1_40A,Bacteroides sp. 4_1_36,Bacteroides sp. 4_3_47FAA,Bacteroides sp. 9_1_42FAA,Bacteroides sp. D1,Bacteroides sp. D20,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,Bacteroides uniformis CAG:3,Bacteroides uniformis CL03T00C23,Bacteroides uniformis dnLKV2,Bacteroides uniformis str. 3978 T3 i,Bacteroides uniformis str. 3978 T3 ii,Bacteroides xylanisolvens,Bacteroides xylanisolvens SD CC 2a,Bacteroidota,Barnesiella intestinihominis,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Blautia,Blautia faecis,Blautia massiliensis (ex Durand et al. 2017),Blautia obeum,Blautia sp.,Blautia wexlerae,Brotolimicola acetigignens,Campylobacter jejuni,Catenibacterium mitsuokai,Caudoviricetes sp.,Christensenellales bacterium,Clostridia,Clostridia bacterium,Clostridiaceae bacterium,Clostridiales bacterium,Clostridioides difficile,Clostridium sp.,Clostridium sp. AM34-9AC,Collinsella sp.,Coprococcus comes,Coprococcus eutactus,Dialister invisus,Dorea formicigenerans,Dorea longicatena,Dysosmobacter sp.,Dysosmobacter welbionis,Enterocloster bolteae,Enterococcus faecium,Escherichia albertii B156,Eubacteriaceae bacterium CHKCI005,Eubacteriaceae bacterium Marseille-Q4139,Eubacterium ramulus ATCC 29099,Faecalibacillus sp. H12,Faecalibacillus sp. MSK20_93,Faecalibacterium,Faecalibacterium phage FP_Taranis,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii M21/2,Faecalibacterium sp. Marseille-Q4137,Flavobacterium tibetense,Fusibacter tunisiensis,Fusicatenibacter faecihominis,Gelidibacter sp.,Gemella sanguinis,Gemmiger formicilis,Gemmiger gallinarum,Hungatella,Intestinimonas,Lachnoclostridium sp. YL32,Lachnospira hominis,Lachnospira pectinoschiza,Lachnospira sp.,Lacrimispora defluvii,Mediterraneibacter butyricigenes,Mediterraneibacter faecis,Oceanirhabdus seepicola,Odoribacter laneus,Odoribacter sp. N54.MGS-14,Oscillibacter hominis,Oscillibacter valericigenes,Oscillibacter valericigenes Sjm18-20,Pantoea sp.,Parabacteroides chinchillae,Parabacteroides faecalis,Parabacteroides gordonii MS-1 = DSM 23371,Parabacteroides leei,Parabacteroides massiliensis,Parabacteroides provencensis,Parabacteroides segnis,Parabacteroides sp. CH2-D42-20,Paramuribaculum sp.,Phascolarctobacterium succinatutens CAG:287,Phocaeicola,Phocaeicola coprocola,Phocaeicola coprophilus CAG:333,Phocaeicola dorei CL02T12C06,Phocaeicola fibrisolvens,Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Phocaeicola salanitronis,Phocaeicola salanitronis DSM 18170,Phocaeicola sp.,Phocaeicola sp. KGMB11183,Phocaeicola vulgatus,Phocaeicola vulgatus CAG:6,Phocaeicola vulgatus CL09T03C04,Phocaeicola vulgatus PC510,Phocaeicola vulgatus dnLKV7,Phocaeicola vulgatus str. 3775 SL(B) 10 (iv),Prevotella pectinovora,Romboutsia sp.,Roseburia amylophila,Roseburia difficilis,Roseburia hominis,Roseburia intestinalis,Roseburia intestinalis M50/1,Roseburia inulinivorans,Roseburia porci,Ruminococcaceae bacterium OttesenSCG-928-L11,Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus hominis,Ruminococcus turbiniformis,Segatella,Streptomyces sp. DSM 41524,Subdoligranulum sp. AF14-43,Tannockella kyphosi
SRR24907831,cfs,383,439,575,2836,185,598,15560,3530,19083,151775,1638,14523,3170,64182,17388,11893,50848,4316,716,84,1042,418,491,9252,6883,68008,31325,41194,1411,203598,3504,134792,3551,5530,55,1112,3011,7878,995,1287,1080,659,35948,229,1797,634,9018,126,428,474,16213,364,399,4303,2088,2487,2369,1808,135,2400,3235,29057,1985,65063,8791,906,932,1114,892,1631,3968,162,10368,248427,576,599,3026,564,428,543,1714,4293,1056,1544,1854,32317,297,10997,12693,939,13036,1623,7945,118,177,1100,117,273,345,743,1591,2475,684,595,7773,6081,1500,1975,1551,56,432,4351,58,1577,87,13890,1468,82,1098,4658,386,1170,296,3308,9047,2502,5675,3720,170,676,1315,747,881,6705,4341,10731,15000,32084,6825,1966,2301,40575,6192,3780,581,192,781,74107,926,2838,173694,17572,335,795,1871,8687,68716,2463,480,3403,526,732,888,1369,1408,226,566,1210,1265,148,420,132,210,5623,14069,8289,2796,249,542,637,1287
SRR24907847,cfs,7969,245,2509,8583,534,1363,168125,198302,18065,119300,2557,19948,4205,68274,10641,7708,45182,3626,703,15,1006,165,204,12236,7703,51155,24457,47817,522,207577,3353,401756,5263,27393,2740,4040,8827,103,1424,2456,3051,2446,117043,5344,32573,1116,63198,12096,3234,2766,26841,2873,2150,9106,877,1641,868,3146,3051,1112,3432,83550,5890,36181,6905,567,530,533,356,823,85271,5238,3318,42247,334,1240,3710,597,484,846,2313,5094,16203,755,950,18542,546,25933,1973,1426,11113,1178,12208,3016,242,1590,356,375,810,1238,1783,1931,705,479,16595,9224,652,1168,11053,937,2357,14929,327,7376,846,3433,4771,596,2532,2060,2303,7236,443,1094,1876,439,14323,19444,2228,855,1695,1220,1602,10988,3245,5917,15123,69696,33022,3676,1472,13968,2210,7787,1140,3477,1421,69773,319,534,341820,37266,489,619,2324,11396,48610,1476,192,2618,323,554,565,604,3052,12355,2999,4858,5567,603,15811,2089,5886,1774,5011,3410,688,711,1758,537,1165
SRR24907822,cfs,5909,421,39468,50192,5992,9979,58680,19810,17484,85827,962,11949,11164,25221,3949,5025,32115,1857,758,534,4406,846,0,12981,5336,51557,16844,63235,351,152480,1045,524996,2687,2915,122,1523,31617,5669,883,1496,5386,2818,40483,1301,478628,917,49860,8119,1970,1373,27850,1292,1377,914,4518,5570,4489,760,798,7877,2513,67643,5960,185963,19635,2142,2268,4585,1401,3616,20196,1153,7991,685,3425,974,4933,636,852,622,3180,4388,11914,1203,4469,33995,467,29185,1307,1318,8950,2218,8472,2124,134,1229,732,494,479,1014,2799,3471,1021,1609,81174,3945,871,3940,1866,19,224,7724,108,1786,101,5109,5808,852,30,804,93,277,613,1491,693,105,18370,20745,1707,489,1206,1126,1347,8643,5149,11190,5794,22181,11920,1198,565,2992,273,3746,508,1538,556,149838,1609,704,16877,3970,864,747,2752,9492,144636,5964,1483,9219,1421,2231,2794,5567,2951,1615,2037,19240,1266,218,822,239,1011,1565,12206,5327,767,527,339,446,1165
SRR24907844,cfs,3504,1205,7013,38852,1445,8277,5158,2299,7437,123655,12500,36940,15190,20395,3181,4937,138447,8840,2205,335,4267,661,12550,25541,47278,43509,28572,36740,466,129079,3298,346332,1862,2921,82,891,191817,131,1343,539,1472,806,58817,852,54181,750,29260,5745,1090,844,30936,781,877,678,2762,3262,2140,445,349,3341,2572,11566,317,78623,11906,1498,1110,1699,906,2565,10216,584,2374,612,621,1190,3258,1865,817,1244,3732,5856,7804,1350,2590,39588,83893,57900,99602,5943,170114,2787,54892,1255,1141,3321,1881,820,3079,2556,554,754,2861,1149,12144,10208,42318,77374,18836,3042,1545,40038,532,31131,2235,4972,9873,1321,1720,6406,1357,4344,707,3245,77700,72345,43233,74884,1524,2082,1458,1165,1486,9413,5984,11174,75146,62551,24347,747,824,24131,4257,9097,1672,2058,576,76198,76,601,9738,1559,1438,409,1466,5184,85166,2909,822,4955,885,1046,1800,2611,1905,29494,54445,30817,25663,7162,8611,1498,30099,15419,15475,47689,5622,1054,19827,1652,3851
SRR24908053,cfs,4878,696,53939,78682,8917,14537,95,2828,288,122245,2268,6035,9452,7847,1577,65244,51212,2561,962,321,2996,687,524,13074,4621,295516,28886,264381,1252,1305844,6333,2646216,14764,10900,746,3705,9780,5338,787629,4984,3514,2975,84953,1260,8955,1262,49346,2927,2062,3607,121710,7567,773,20467,5500,29420,3154,3949,2725,29801,1374845,34707,5419,838676,140872,19854,18964,17800,11339,24238,31464,1687,10911,12094,1255,5401,7195,1322,666,572,2920,5663,10475,5781,33498,59528,1388,29658,3474,3065,21173,2623,7328,1553,861,1343,1019,21479,987,1188,4363,12398,1047,669,33070,20247,1310,6040,12600,2331,494,16596,340,11693,1816,30602,5279,601,6605,2904,6053,18878,470,1335,843,284,14995,19383,1112,883,1590,0,18,10980,11229,22835,28615,223373,103013,7232,2131,24598,3802,23748,4332,22636,3178,139551,724,6726,649875,65149,14642,2270,4085,18670,151305,3345,422,3994,914,1120,1824,1276,5896,12869,4240,40549,1904,765,34222,4041,9549,4769,8084,15281,2052,1177,4312,632,1675
SRR24907986,cfs,7,41,32,571,97,211,51,763,43,13481,465,1314,10155,1100,400,821,14270,495,76,0,432,6,33,2410,2125,242000,19549,83052,364,213479,1471,791151,5470,4988,222,3533,3312,246,1012,3515,5822,2803,71703,3850,2649,1509,217300,61030,8168,1932,39530,5503,4798,586,6555,2364,6508,839,1963,2868,3459,167807,7708,63245,8607,960,741,1027,1100,1685,49637,2306,4678,1889,323,992,3350,132,89,168,1056,3707,92,1883,1639,29526,164,12991,21612,149,1538,636,506,19,119,143,91,346,115,145,683,820,474,390,34593,1538,305,394,10420,75,444,48422,166,8610,325,6286,662,38,23,339,92,78,262,1137,157,98,1338,1603,8,62,330,0,0,1145,1406,2789,2477,66003,23146,1157,867,21822,3899,6707,3795,2508,676,154303,396,1741,20976,3572,964,380,2777,9288,160185,6601,1601,10135,1753,1766,2553,3452,4123,2253,246,120,212,24,6435,761,1632,19,285,1234,195,385,220,115,236
SRR24908035,cfs,105744,1519,606284,785520,88033,207583,88306,31154,24371,791278,3309,24849,29314,11871,1941,423871,235565,9747,14906,0,9083,3304,10964,173555,453978,984673,578660,537323,3654,1636730,129695,1567628,16710,27146,231,8321,1079741,2222,7071,11560,7541,5793,77155,453,75055,1141,57343,1007,1077,3553,115933,6020,1525,96063,12321,348,14007,23513,9974,428,15766,900527,45673,77584,488,17,37,114,885,161,43158,2552,43449,5136,3286,356,24735,10158,7768,13672,25220,28519,346410,10500,762,278788,5635,565290,408256,21417,844192,25288,243389,55222,2597,26219,6146,5713,12038,19729,23248,51587,15939,4485,134232,187404,29147,409364,5249,284,3109,45759,1107,21250,615,82806,75474,13615,44459,31639,40023,144262,10196,21293,105767,204891,253131,1184697,47008,13205,29107,2,124,8930,51228,98676,772077,1045045,296039,7243,8117,13056,2943,62805,13901,43995,3530,1049250,2007,39064,4952892,503388,5051,6298,33228,137368,625962,14163,2068,29008,3372,3829,5987,8828,9999,404338,448197,374194,146596,15353,200375,25139,438384,367,10600,27633,32836,2600,33614,9946,24710
SRR24907934,cfs,3393,975,30885,56521,5529,49783,17373,6092,20875,323661,2757,89660,95608,136627,22887,10182,132727,11654,2081,1030,8621,1314,695,27618,14920,220654,21829,195491,1107,682986,3890,718715,8661,11277,249,6748,5913,1232,284061,6187,5064,2644,32862,4350,3575,2692,55971,5059,1870,2392,78923,2929,2760,2175,19062,5846,17475,1845,3113,5406,13362,33688,1858,151311,24629,3282,3915,2868,2422,4124,75983,6112,25863,2600,1540,1303,8770,2443,2647,6532,5456,12286,7904,5244,7821,45800,771,54880,10387,2079,26891,6272,10233,1055,904,5360,1344,23206,3397,2385,6154,6319,2427,1858,50477,7049,1452,22750,22063,2527,4229,30506,631,25574,2221,15243,11917,1301,47,1972,434,662,483,1263,6817,36841,42705,40904,861,1544,1811,0,11,4885,9574,18686,25829,70652,42527,9774,1560,6795,2308,8381,1994,3875,2366,599315,722,10896,63273,9756,3097,1791,10815,37222,552479,26363,5864,44005,5538,9682,11714,11494,3908,234584,487225,21177,17573,2642,3758,1846,51603,22219,63475,26460,1005,6375,490,581,3343
SRR24907998,cfs,43324,3300,246,23246,1553,4560,19795,29108,4660,397810,16863,28055,35496,205818,29486,51449,298389,6774,1772,689,8695,1992,17170,73282,86134,821636,337124,425489,1217,1841149,93307,2876436,28094,128266,11763,8542,13675,8783,2162861,5564,259442,113980,153230,3649,25465,6629,199359,75476,8947,4351,245122,9010,4549,8460,20239,15444,14295,5610,7100,14192,74460,219378,7023,404869,65693,9771,11706,7445,4724,10988,77429,4245,39641,12186,16821,4120,51210,3974,2853,2855,18390,37514,78960,6249,20411,264746,15801,158626,127623,8590,145022,15901,103699,16063,5809,7804,1827,2473,2788,4655,9164,11110,13152,4840,57235,133236,29859,32881,124384,27067,8479,251544,2632,107567,18349,29625,22557,3465,38424,43959,40594,125836,3987,26394,2129,7933,59944,155145,12593,2305,10184,5964,7305,52738,20107,47076,224208,342519,140206,10422,6485,190533,39166,36268,6757,10510,5865,341433,14181,28289,402343,43212,32956,10012,8342,30719,371287,11346,2950,17156,4044,3009,5323,5388,9855,9248,11250,18652,5159,2171,19750,3302,19308,8607,112120,49702,8855,4155,116052,9576,9385
SRR24908055,cfs,12361,3719,118138,168560,16901,35012,124,2179,193,335436,67209,9526,98480,65786,9373,50671,135744,5194,3220,315,5124,976,76435,40612,68677,407493,27393,283788,3648,907530,13613,1208515,9498,11367,387,4575,252865,7061,4507,13322,6129,3059,35000,2048,33861,2702,117636,32938,5169,3657,110281,5036,5082,3567,28417,14042,20875,2694,2979,12965,169528,113266,4213,425402,53362,4261,6941,9761,2759,7301,40406,1741,29331,728012,2793,2405,5666,2576,1693,3961,3836,12774,25978,8488,12611,72729,2646,78191,288473,51439,239806,7457,74669,4130,2414,6205,1600,1106,2234,2896,2388,2514,2988,3860,51981,12640,31500,57781,32892,2768,3881,76856,1947,25862,2369,12277,14361,1359,8366,27337,2742,11784,1628,4666,73512,48386,35133,68054,3637,2723,2301,1745,1980,13304,22997,13482,217419,119289,57428,9681,2610,52944,9078,12069,2443,5006,2379,773196,1301,14837,83963,15856,42150,3704,13262,49046,781120,35045,8529,50081,6378,9372,14342,14833,7480,14343,27806,3304,8965,1437,6296,2061,5236,17342,35271,36788,5988,4414,4198,6314,7444
SRR24907824,cfs,84,710,603,4154,334,464,62320,63239,11472,11635,3433,1038,1692,2130,273,1686,3655,265,332,299,2715,538,3832,19741,64954,23524,21463,10447,89,48845,1247,65033,2781,85717,8762,587,480,62,366,422,639,497,1820,296,570,160,6203,684,343,442,3372,401,145,504,706,250,815,190,121,99,733,6448,395,4550,483,43,84,135,116,197,2256,299,1688,210,2717,127,1200,729,936,708,1027,2480,455,221,269,21509,70762,22319,78263,2990,133462,6020,114686,15,727,1753,844,337,957,987,298,506,1281,1017,10065,8604,33019,9625,6938,317,2100,15080,238,6599,328,8506,3964,238,1706,4645,1539,4630,1051,1748,4901,5493,6468,10595,249,765,840,257,266,1902,14180,3046,169092,7952,4140,496,293,1689,343,1232,299,457,121,28029,60,431,19613,2311,285,564,493,1852,25583,1110,213,1825,207,503,567,413,4294,456,644,1421,534,212,1052,453,1109,7631,18418,7970,6484,929,4122,1918,3486
SRR24907935,cfs,82,163,38,1825,71,346,1102,2750,1389,673,66,1743,1839,2774,356,1257,4157,2295,905,0,646,296,35,6994,4803,373232,10566,275209,6316,778280,5179,917490,14647,370600,33528,5318,62021,1444,2455,3333,8525,3824,23873,3384,18839,2279,111031,8856,4502,2316,94388,3234,2474,3890,24105,10237,24006,4097,2474,8813,13363,50351,1522,203045,27425,2409,2121,2647,2456,7011,41684,2409,9004,1385,1108,1604,19603,367,539,358,4434,4157,108,1996,5496,24928,322,8300,6874,15170,5047,1559,9191,2,603,438,56,12554,234,26034,2643,2946,936,2111,70018,1977,615,2112,55,13,233,1351,0,280,14,9001,1008,75,0,309,69,125,484,507,835,2566,6548,7155,184,471,9086,0,17,3719,4703,8456,4597,269952,123912,3994,1655,10096,1479,27522,3731,15324,2184,785973,4474,17253,91887,20823,5226,1881,15983,52219,828363,35680,8664,44315,10521,7326,14482,15918,7711,1694,716,264,15727,1293,385,149,1101,45,766,1706,294,1461,60,320,808
SRR24907912,cfs,5986,169,3696,10311,735,1996,116,969,172,163321,504,108569,2823,71573,12980,2759,56091,8315,1112,460,4518,1535,224,13809,6742,60109,26784,37606,361,246288,806,406281,3770,102952,10709,1752,1462,1329,24168,1727,1879,1149,9069,325,1443,1211,12980,815,411,3494,19757,1706,117,162,1627,3230,1901,301,372,1486,712753,20466,715,41795,6837,678,476,513,375,929,5311,286,3386,1092,2412,714,9767,902,2228,1006,7547,12675,12526,839,1179,47121,1274,35034,4631,2307,13863,2560,9092,2178,492,1428,618,377,707,1457,7178,8930,1095,862,10308,23329,1431,26297,16694,3281,500,23067,330,19134,2754,17127,42094,7904,5766,4770,5246,17143,1069,1806,727,13037,60216,22026,1935,810,1236,0,42,1596,12853,26198,24296,164645,61973,1662,1772,95074,16307,23457,4016,5187,923,40710,249,1534,7002,3621,1462,885,745,2256,53016,1818,405,3045,475,1223,960,1007,3219,8386,1816,8178,1415,325,18604,2280,5623,899,1605,7306,1518,2476,4041,855,1659
SRR24908003,cfs,152,620,38250,52703,5983,10369,180,840,93,31491,316,1388,3630,8164,1189,6856,9760,795,905,514,4812,664,439,7324,8853,434700,56953,313581,5056,548489,11115,1158478,11518,9631,778,4187,24341,281,6672,6934,23553,4191,43874,3124,68672,577,183217,72228,9468,2305,92658,9012,7266,3271,28437,8631,29297,3496,3845,5759,15159,177140,8324,186483,30265,2642,2891,3156,1546,3983,53864,3989,18129,13680,1121,1597,6169,1569,353,753,3522,6368,371,3359,5812,36647,724,9577,1959,5254,4372,1796,9865,24,183,845,188,460,464,804,514,679,1615,2076,45438,2381,588,4005,3168,45,201,12039,45,2640,143,3758,3282,440,18,350,64,294,606,512,436,212,9727,9480,71,546,2009,517,719,6047,1029,2003,3545,9954,28621,5768,2174,45663,2658,2294,622,1008,1314,1034407,6185,2362,95902,27345,331504,14896,15048,51391,872319,36381,8242,51342,7671,13062,14368,20719,11327,493,2344,1806,379,203,749,64,411,93,819,2437,406,1951,194,121,556
SRR24907908,controle,3748,3672,51677,113846,7856,43242,1539,4873,471,186799,1699,5712,24207,50001,12875,12225,49213,1573,4267,3138,14250,1993,692,24461,13633,665459,23290,163056,1360,567994,5281,791870,6847,57313,6828,3287,6268,1449,15265,144826,5339,1660,20017,1941,5010,2171,67325,1691,1445,2102,73907,1109,694,6118,7608,11851,33228,7431,16377,11879,11500,68354,1750,362166,40617,4088,4348,6064,3002,6579,41224,2374,20412,3543,8082,2204,20610,1231,2540,2064,5034,15785,4018,2621,8885,94468,6737,55787,9064,1069,34568,4061,17156,888,2088,5818,1499,44709,1303,2471,1424,347,1633,6567,24794,11045,1893,21625,55511,7254,10280,121369,2544,102053,5412,2110,12199,1573,3707,8752,6128,10600,985,831,50397,7551,44609,53892,1193,920,1818,8489,7222,52230,16791,3658,65788,50545,54079,4225,3858,101579,6365,10874,2205,922,5897,333175,5399,7443,277160,27035,3329,492111,5824,29922,324797,13900,2566,22935,2494,5047,6406,4288,7014,69864,177969,4392,13290,1311,10645,1201,18193,14733,5877,29986,1805,11717,4352,1796,2551
ERR911979,controle,945,1394,3784088,5524192,563933,868919,274,513,153,267648,51949,141381,137015,6692,1181,4850,29915,8069,154361,115982,63510,11188,412,280194,3827,194362,164447,153439,1994,132742,2858,1130604,3487,8233,141,1102,2926,285,4267,7832,3859,1051,147405,1807,2590,1631,37649,2638,284,1757,104917,6493,58,913,3606,18077,2776,915,27,9805,6552,154476,2347,645170,48163,3788,3516,2262,3557,8426,18810,76,4103,23119,158639,7835,521092,74593,65350,143311,147646,389373,3701,3622,7862,420608,377,959420,2138,972,12641,76155,7869,6920,34705,338887,2755,92975,52707,321460,1754,1582,10885,36477,277342,65866,6169,430872,207296,16280,51586,294257,4619,68922,12159,14932,246101,123675,38764,101382,33778,76389,13790,2472,18329,20417,696176,239877,5046,89916,39663,1789,1821,9934,13025,19912,564060,57956,118429,903,1075,14676,979,16655,1913,1179,2309,573381,1097,353,31165,3210,3451,5574,2129,35300,624988,6445,986,9623,1056,1774,2849,2279,24901,293050,624513,43912,72976,18269,92770,17786,102997,2556691,711273,492286,4883,11233,30577,28174,42421
ERR911956,controle,56097,18532,238539,265197,21281,53558,101552,87223,12230,3593540,195146,199723,885828,198999,35805,107909,432397,13305,43812,301440,80471,17585,9241,115976,55407,253661,890854,545462,6230,1253841,6117,4066108,17800,208102,11548,8060,1707976,297194,39904,16409,42039,12900,105789,7034,94123,4406,326342,4814,4513,16792,328837,5891,3142,21521,7399,28172,5960,11630,3011,31779,526958,287991,5224,1860254,110539,9106,7747,6808,13974,23647,163626,4650,29067,65568,2750,9517,94556,5787,6380,41876,30525,80053,103439,5210,19131,171546,19973,275206,209959,161232,173957,37957,76014,25282,1102,55900,34460,2094,16765,41570,8979,1718,8335,10403,111507,40932,26847,61604,115403,2876,21336,242399,4774,139846,1597,21463,90960,53115,17382,67942,6811,27806,10046,5828,15237,5367,193868,160816,31636,22541,11798,11467,10401,61607,23363,20377,225212,274854,467320,7156,301407,204600,14181,103487,8324,5187,694249,1510289,4514,20519,1408149,52507,9499,38448,8716,159584,1523254,11521,1760,15624,1567,3734,4907,5950,323208,42358,57565,60842,35642,7583,36096,7510,34819,39742,9395,61306,7041,68444,15196,17696,24989
SRR6784564,controle,17677,2843,76701,129735,13501,28348,96468,209991,40978,2597441,26128,80799,556246,538057,126970,49114,717565,9987,2310,73,2108,873,2777,41339,12253,199484,202618,252097,8178,1028937,13242,758425,17887,14644,383,7891,12757,5885,8194,6820,15693,4880,52479,4191,9011,3240,99262,4042,3016,9528,617652,3088,2435,3673,16655,13711,12689,6466,4481,9430,270499,150639,8034,377862,66150,3819,3829,2511,4086,8797,95233,5347,45354,582650,25341,6145,48848,2263,1199,4301,17525,40749,24951,4340,6894,218831,7431,71302,20562,2430,35411,7365,20769,6185,2307,6614,1416,1777,2318,4189,2951,2904,4078,5140,69161,37150,5029,60615,118403,19909,25538,191779,5026,141530,15258,12053,66810,15081,10181,17585,26994,34806,2796,1762,2921,3747,92928,46886,8288,10635,5053,15451,14593,75179,8700,10075,70031,701863,487701,10136,8547,299003,44001,186056,8995,10393,24971,709237,170768,19038,128790,12231,9358,28667,9560,72601,764404,30031,4039,42146,5013,9276,13257,10901,77472,10463,8013,2781,38875,3110,19342,2780,11698,489,3463,16603,2494,8475,13823,5058,7647
SRR6784403,controle,2372,10865,3199,47362,1688,27316,12582,29609,6029,119732,2307,24744,8873,55707,7700,20545,1189766,1919,3814,6376,15953,2429,9623,71786,146892,85628,32026,109408,6091,268294,1166034,515119,5143,63137,6463,2204,79175,1944,6230,15585,20030,7179,19176,984,14717,1581,34318,3783,796,8116,57933,737,444,940,7566,8693,5740,2727,1050,8473,101748,29929,891,296270,30320,3373,2893,3627,2736,5184,15912,790,7092,129860,5220,3613,25397,3346,2658,5901,10441,26923,2966,2036,6750,81282,339580,112635,334313,19531,700358,13433,94811,1027,4972,20287,9391,1761,4757,10484,18003,2329,2992,4851,23378,30461,24697,257320,60744,4311,10738,182657,6693,184077,2169,22477,19341,3083,23394,74463,12181,33830,3859,7524,76350,23844,103927,139654,2389,5083,5497,9097,7467,42714,95965,12886,494197,63713,35342,1967,4150,65327,8081,19499,1123,468,107112,321460,3761,2203,54787,5294,3531,215787,3923,28824,333378,12700,2005,19604,2430,4672,6934,4299,22091,71686,130455,20394,10396,2355,10796,3000,40711,32137,32053,49525,7305,4527,17016,13230,14155
SRR8556880,controle,32033,4777,8386,43391,2104,13256,9278,29110,3656,134924,34840,7758,6790,63400,7387,3186,33674,440,2559,3059,8673,1407,2099,33320,30200,110215,46573,164523,1562,272693,6175,609960,11902,73259,4533,1547,74987,1321,5129,5447,4184,2495,10068,1577,21754,516,66353,1272,1064,6069,58621,1864,736,1406,6606,4102,8742,702,1656,3197,129741,145028,2842,214442,11323,1361,1311,1446,1013,2369,37652,1036,8496,68243,1309,806,14668,2231,1807,5229,8168,13327,7396,926,2768,148912,27258,126152,234607,28269,121291,5083,105843,1410,970,5152,2212,37713,2321,5537,2263,864,2724,2994,19049,14837,5631,84034,152124,5192,10008,295288,3590,179151,2118,8305,16656,1224,7058,7285,13336,22448,1730,1502,676984,78771,48523,114708,1355,1900,2791,2068,1728,8944,17858,5700,119273,34629,34645,2675,1639,34286,3512,13000,865,636,211345,456732,2831,5047,44374,5624,2949,9879,3013,28362,416247,15150,1882,23793,2636,4853,6368,3725,72088,29761,46041,59395,11464,1017,24553,2602,16071,14458,5929,154229,1456,67643,7081,3272,4132
SRR24908040,controle,6991,87582,1462,8026,425,1708,6674,10996,1564,41659,2748,4582,1963,11356,1929,3907,10823,504,4288,35,1278,242,540,15000,21911,78524,20454,47156,5779,195668,5156,165889,3473,37916,3817,1352,3365,1107,6051,4036,3615,1733,13309,615,3394,635,25642,1974,943,2701,26994,1870,641,2515,2661,3844,3796,1721,1034,2358,79056,17217,773,61848,11050,960,956,728,1103,1796,8919,665,6669,13813,737,1827,3071,517,673,1008,2011,3419,7488,1621,2009,27460,2208,26067,9116,1690,30117,3493,10322,1590,1673,3160,794,531,867,2340,2196,365,1211,923,17874,4375,1378,5312,9012,278,2271,21199,809,13930,148,1961,2574,55,726,2973,1189,2579,856,2268,7414,2457,11015,19432,1771,2640,1025,3766,3304,17821,16520,1389,124784,58345,30243,1610,2278,52456,5992,13605,1714,1626,10142,181298,1748,615,125494,14752,169162,2049,4218,11690,118421,6213,894,8414,927,1632,2291,1759,261235,14946,5026,8698,3470,597,41930,4984,16378,1460,4177,24944,1670,1263071,907,1186,1402
SRR6784574,controle,56294,9604,202176,418509,36380,151857,87498,204568,37972,739197,133874,124503,221652,49351,6931,87346,234144,16697,12662,19892,53500,7512,10373,105799,43015,1836408,213005,2204095,16446,6782986,42546,7323228,122171,962141,87915,38577,85109,19110,2398182,219132,83354,40224,429587,25448,55380,25121,581800,26332,29561,43955,772065,26128,20926,72776,157174,109135,131078,33395,54998,97123,964714,527444,18722,2553399,341722,27853,33970,32864,37641,66531,918966,44825,220734,50848,142213,32840,169576,10568,12971,18378,69084,143102,83430,25413,57611,231110,11331,308557,27915,6153,83149,26307,63665,20894,6867,53885,3470,6380,9621,18679,7435,7717,4328,32750,313080,38777,7369,138501,140809,15766,28107,384633,16190,211359,10581,28673,85201,17647,24540,93309,14410,37016,5300,3344,159500,49259,190207,172709,28173,14741,15762,26579,21929,179951,21932,25088,349824,702855,977176,30139,12733,265254,46170,263727,19211,18364,55101,6793403,55043,138516,1116342,113856,76065,1941384,83659,581297,7354155,290366,44503,394765,41808,80505,134961,100012,45704,271279,392031,12663,201265,18850,178151,23787,143502,4661,16749,67086,3575,19774,19210,18270,13323
