sample_id,group,Acetatifactor sp.,Acutalibacteraceae bacterium,Agathobacter,Agathobacter rectalis,Agathobacter rectalis ATCC 33656,Agathobacter sp.,Akkermansia,Akkermansia muciniphila,Akkermansia sp.,Alistipes,Alistipes communis,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes putredinis DSM 17216,Alistipes senegalensis,Alistipes shahii,Alistipes sp.,Alistipes sp. HGB5,Anaerobutyricum hallii,Anaerostipes hadrus,Bacilli bacterium,Bacillota,Bacillota bacterium,Bacteria,Bacteriophage sp.,Bacteroidaceae,Bacteroidaceae bacterium,Bacteroidales,Bacteroidales bacterium,Bacteroides,Bacteroides acidifaciens,Bacteroides caccae,Bacteroides caccae ATCC 43185,Bacteroides cellulosilyticus,Bacteroides eggerthii,Bacteroides eggerthii 1_2_48FAA,Bacteroides eggerthii DSM 20697,Bacteroides faecis,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,Bacteroides fragilis,Bacteroides fragilis 3_1_12,Bacteroides intestinalis,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,Bacteroides ovatus SD CMC 3f,Bacteroides salyersiae,Bacteroides sp.,Bacteroides sp. 1_1_30,Bacteroides sp. 2_2_4,Bacteroides sp. 3_1_33FAA,Bacteroides sp. 3_1_40A,Bacteroides sp. 4_1_36,Bacteroides sp. 4_3_47FAA,Bacteroides sp. 9_1_42FAA,Bacteroides sp. D20,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,Bacteroides uniformis CAG:3,Bacteroides uniformis CL03T00C23,Bacteroides uniformis CL03T12C37,Bacteroides uniformis dnLKV2,Bacteroides uniformis str. 3978 T3 ii,Bacteroides xylanisolvens,Bacteroides xylanisolvens SD CC 2a,Bacteroidota,Barnesiella intestinihominis,Barnesiella sp.,Bifidobacterium longum,Blautia,Blautia faecis,Blautia massiliensis (ex Durand et al. 2017),Blautia obeum,Blautia sp.,Blautia wexlerae,Brotocaccenecus cirricatena,Brotolimicola acetigignens,Catenibacterium mitsuokai,Caudoviricetes sp.,Christensenellales bacterium,Clostridia,Clostridia bacterium,Clostridiaceae bacterium,Clostridiales bacterium,Clostridioides difficile,Clostridium sp.,Clostridium sp. AF34-10BH,Clostridium sp. AM34-9AC,Collinsella sp.,Coprococcus,Coprococcus comes,Coprococcus eutactus,Dialister invisus,Dorea formicigenerans,Dorea longicatena,Dysosmobacter sp.,Enterocloster bolteae,Enterococcus faecium,Escherichia albertii B156,Eubacteriaceae bacterium CHKCI005,Eubacteriaceae bacterium Marseille-Q4139,Eubacterium ramulus ATCC 29099,Faecalibacillus sp. H12,Faecalibacillus sp. MSK20_93,Faecalibacterium,Faecalibacterium phage FP_Taranis,Faecalibacterium prausnitzii M21/2,Flavobacterium tibetense,Fusibacter tunisiensis,Gelidibacter sp.,Gemella sanguinis,Gemmiger formicilis,Gemmiger gallinarum,Hungatella,Intestinimonas,Lachnoclostridium sp. YL32,Lachnospira eligens,Lachnospira hominis,Lachnospira pectinoschiza,Lachnospira sp.,Lacrimispora defluvii,Mediterraneibacter butyricigenes,Mediterraneibacter faecis,Oceanirhabdus seepicola,Odoribacter sp. N54.MGS-14,Oscillibacter hominis,Oscillibacter sp. KLE 1728,Oscillibacter valericigenes,Oscillibacter valericigenes Sjm18-20,Oscillospiraceae bacterium NTUH-002-81,Pantoea sp.,Parabacteroides chinchillae,Parabacteroides faecalis,Parabacteroides gordonii MS-1 = DSM 23371,Parabacteroides leei,Parabacteroides massiliensis,Parabacteroides provencensis,Parabacteroides segnis,Paramuribaculum sp.,Phascolarctobacterium succinatutens CAG:287,Phocaeicola,Phocaeicola coprocola,Phocaeicola coprophilus CAG:333,Phocaeicola coprophilus DSM 18228 = JCM 13818,Phocaeicola dorei CL02T00C15,Phocaeicola dorei CL02T12C06,Phocaeicola fibrisolvens,Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Phocaeicola salanitronis,Phocaeicola salanitronis DSM 18170,Phocaeicola sp.,Phocaeicola sp. KGMB11183,Phocaeicola vulgatus CAG:6,Phocaeicola vulgatus dnLKV7,Phocaeicola vulgatus str. 3775 SL(B) 10 (iv),Prevotella pectinovora,Romboutsia sp.,Roseburia amylophila,Roseburia difficilis,Roseburia hominis,Roseburia intestinalis,Roseburia intestinalis M50/1,Roseburia inulinivorans,Roseburia porci,Ruminococcaceae bacterium OttesenSCG-928-L11,Ruminococcus albus,Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus hominis,Ruminococcus turbiniformis,Segatella,Streptomyces sp. DSM 41524,Streptomyces viridodiastaticus,Subdoligranulum sp. AF14-43,Tannockella kyphosi
SRR8557003,controle,1332,43,2268,3768,534,692,572,1657,184,10632,888,687,312,2220,660,111,905,1749,44,503,1139,648,1753,5567,981,1408,1863,49,5559,115,6778,77,1164,52,293,854,53,41,92,285,66,183,12,261,933,27,16,22,722,11,22,30,62,45,99,22,52,167,1114,25,3482,186,20,22,9,17,53,234,7,127,1497,805,24,635,69,75,180,279,624,277,954,60,1286,857,2653,783,35,6749,225,863,216,123,57,126,286,64,96,74,508,75,84,51,428,426,54,997,3052,89,409,6223,3107,307,1215,291,713,160,468,64,98,1072,9,184,2479,6388,113,134,87,148,637,1059,214,798,7162,25,1208,1647,30,79,710,75,471,31,1659,3760,34,20,1899,12,14,158,687,217,38,328,3687,96,125,38,31,749,109,204,905,256,107,254,33,168,1660,942,1066,1846,167,1048,159,32,260,169
SRR6784528,controle,1967,1274,2792,22228,638,16318,46827,95313,19724,97191,2762,5879,10747,8320,1805,1527,37890,43245,3721,1728,14374,2025,19028,7009,206959,917274,563505,5465,906773,7515,2079960,17897,15719,1291,21707,16093,4625,3271,4789,31643,13683,85187,909,13045,1044339,56609,26835,9732,222570,11056,17625,7398,30773,5339,26549,8353,5203,857242,62248,3038,185749,16528,1299,4234,677,1695,2449,183794,10972,11749,8426,2220,27929,17240,807,678,2461,5265,15877,560,2722,3307,250212,2205,51026,8565,739,22701,8832,3888,584,733,1141,306,3152,725,129237,1458,4309,316,1805,5311,156217,13625,3579,37790,65680,820,22043,102272,61935,11277,9483,1908,3837,6054,7548,1613,740,259250,1968,35810,24612,18251,1080,4477,5697,14579,61460,3962,295,1380,18564,1017,263929,333478,10990,5476,55432,4255,100361,8775,6215,1981516,7052,11497,213138,2769,1374,24660,1215020,21237,21652,132712,1421861,55271,82273,24947,21152,10695,63835,73930,2148,4625,763,85225,10736,43842,1419,497,2512,9257,333,3124,2967,1237,933,3457
SRR6784579,controle,147021,86064,114731,246393,24250,84704,21478,54116,9357,981656,123050,63679,100432,537282,110481,7454,99783,419378,8569,17468,139774,3027,87980,94908,420890,350709,545985,25575,2102460,17689,1375646,20531,230641,23580,47086,13240,5152,2367,85625,19996,10927,100138,4229,19936,146204,5954,5756,10783,193448,6303,4588,12120,42086,35971,45539,8019,22721,175639,238412,7343,615483,68233,6640,8617,3665,6225,14902,124464,6345,29728,591504,345044,31431,131965,6759,13123,13999,44525,118077,2332,82108,11234,1452182,8989,241681,54737,8275,107646,21067,146795,21239,29107,9214,34153,35467,36810,4176,7402,22360,6918,4038,9770,143829,43606,13096,54726,366021,27193,32226,1295489,373897,14989,67550,19157,75320,20361,38164,5386,3063,82044,1827,13594,171255,378071,31417,4947,7722,44683,204636,17113,2262,24609,290813,2687,324020,221584,29823,55034,321108,31522,91780,5514,337943,2021991,6101,25839,424338,2974,3807,54576,97765,24453,20355,177794,1904760,79991,122312,35311,24726,1902161,136578,212150,13636,14794,4709,110267,15023,121286,41795,23119,40700,184320,2923,16402804,18607,4107,19880,16163
SRR24907834,controle,5313,26226,809454,819377,108602,199304,32665,55080,7601,466324,49466,8519,18273,229064,38350,4157,46139,134372,1356,5683,22086,3565,113535,287001,290683,258355,225555,6390,920191,209972,1374408,11158,28107,1750,275326,5331,2196,12401,5905,13988,9776,34358,2415,63335,86269,4686,5116,5913,133720,4329,5129,4025,14302,19939,12525,4472,35823,200252,71579,4606,490512,74768,8839,8725,5376,7269,17491,51834,3316,21826,143539,103484,56874,46927,4009,7908,5233,16563,30471,11689,6067,18913,333463,63039,181964,143300,10434,765782,16478,137796,1794,1323,14172,26691,21977,7505,171426,4789,15934,7106,3181,4307,42322,32909,51385,112113,177798,12440,17590,477797,194516,22769,35420,16639,57064,13892,32919,4492,18723,38442,8129,39722,116899,88686,2100,4085,5405,5027,33721,57843,5850,10421,694117,2276,86146,64593,4721,3993,59152,7311,23639,5380,774978,577234,1803,5081,56850,1000,3026,11490,250362,3676,7971,27200,507016,22719,32190,9587,13917,247794,18267,26715,8461,39540,6136,45057,7272,17050,102206,938,187338,144439,19829,38900,17085,2859,11147,15695
SRR6784551,controle,1122,6168,85043,190780,16355,27638,1738,6482,2132,94572,31801,26045,14684,15455,1974,2797,29996,58151,5323,14984,24113,27400,78311,532400,118539,27690,275463,18109,613035,519775,614646,25320,141567,16156,15487,182124,11065,26467,3774,6984,6369,33116,2560,21492,87116,6948,2594,6755,230988,966,1811,4205,20251,8009,18006,2718,8650,11475,88831,2458,277822,27255,3233,2550,2366,3569,5640,30325,1904,17081,246073,134860,4287,31153,9829,2294,7533,12983,31675,4604,2054,5734,57205,9714,150869,2839956,4572,246853,17814,158924,457,1029,8100,12652,21142,19656,2484,5949,5692,16923,4947,7113,48796,48244,68259,99368,107786,19312,9480,302222,217106,52385,22738,56102,170811,13663,71958,5184,5246,8549,4492,22176,122807,305379,2064,3277,7864,26109,114842,49310,15301,10236,216126,3628,132780,169339,4202,3134,21812,2095,56685,3252,5141,1057516,6878,15830,141553,1694,1231,19598,10687,12045,20692,82559,1065020,42377,67792,22464,12769,101498,5303,13322,165855,10645,2517,7495,1828,31900,2006,1769,8100,34228,3612,7511,39930,3257,32726,15214
ERR911990,controle,80236,6597,176627,128666,12945,33078,70750,37688,6930,691306,83269,17296,62073,262160,28399,8763,216288,732866,2476,22004,234222,573321,81347,324126,113387,174123,509915,18869,566556,813866,4431894,12817,205100,13215,1628327,22023,1934,16328,20795,18186,6822,112687,10811,124401,465814,9283,5032,64857,295437,4844,15667,3325,5884,23266,5399,3120,19826,999852,443644,8624,1283279,89067,5992,6112,3784,4178,15617,178608,10134,19369,97403,44182,21469,93919,4690,9332,29179,33425,67270,1432,11265,12768,399405,98673,122709,213087,27548,579503,21570,992149,4460,7260,28468,4231,43836,1608,1199,12041,56994,1619,10331,9693,58410,41634,3420,183844,254007,3524,51063,424651,363241,8789,36730,9052,27672,16345,29539,5358,1838,28477,1995,10214,118561,270034,7969,18435,7830,16412,76933,5739,1177,9320,160331,15205,400457,429488,4037,6534,258003,31676,94025,3286,6573,1134754,5882,2327,322701,1658,1714,15064,9161,24022,5479,77640,1143208,11092,15818,4647,4642,440106,27198,27986,42422,27203,7555,58121,9766,37557,282380,2297,95156,66296,2191,66396,11931,5855,9066,15300
SRR6784585,controle,11107,7257,23288,77517,5356,31256,225,5097,955,756914,10614,23336,42669,442380,90399,6172,103349,310996,4006,16167,38686,7447,82921,148234,235773,222261,585541,5031,1298134,19579,3030909,21751,26781,1095,31894,8434,2893,2369,8924,31647,8154,88815,2884,362441,568006,30732,40607,26356,269435,12589,22409,8283,24857,50142,22165,6191,68796,23581,320747,13498,1654103,196890,23169,20029,13225,21278,41755,183881,11846,60694,8562,3291,3966,47173,5402,5404,8204,25198,46489,1356,16174,39820,321010,3515,131373,21775,3701,172597,17970,92922,3394,4877,3561,7297,11416,26431,2995,4983,7085,8322,4351,6651,89557,83849,10187,105695,122498,26679,18146,198222,143088,16231,75497,24256,20837,71829,89450,5206,4834,49121,4183,26347,114112,144869,5836,5094,6017,18666,102817,29407,6741,9016,256039,8518,196050,267818,8270,3598,42421,7146,75073,9297,6927,1200106,12980,12408,208887,1587,4117,19463,8807,7345,13601,109202,1350397,47442,69399,23038,22916,22421,69296,110788,125658,10492,2179,52008,6294,55133,60354,1417,72139,56980,4489,38860,31544,13682,4509,13212
ERR912003,controle,16000,64043,57382,62744,3535,58142,13994,6594,1152,45641,101607,122397,13165,9731,1516,2605,1371,25813,2978,29673,7311,7366,65905,15732,186356,110569,648148,4703,623135,3962,3308334,17361,375201,21213,9614,14928,3341,1109,14766,82919,21440,311144,1551,9455,590965,15161,11078,5740,294604,13494,26168,3519,14540,12401,12753,1605,15005,3528613,105862,5389,1115703,43113,7153,4872,3383,5424,9680,395373,14943,14676,73569,29776,28649,34175,10459,3425,16356,19498,27925,14596,18416,10213,174134,28720,168626,22542,1267,94244,17021,41198,3788,6820,8549,23984,39935,20837,40392,8996,43994,6426,5095,5820,56999,80254,3918,34584,477330,16235,23131,1005264,359034,16920,71728,84635,204075,46234,125533,6545,4701,70037,3783,17781,169146,134923,8704,11428,5708,3072,26849,44946,12461,27257,175485,14480,925222,61284,4113,15074,924027,113463,107428,2124,4528,4630542,1919,1715,125978,604,385,13638,13600,111471,10078,146282,2860635,30129,53861,14202,9393,14637,339190,864630,58847,16388,7681,19032,5671,86310,219383,53056,13871,201546,2413,5883,57777,11606,35040,15460
ERR912200,controle,229617,2873,370517,433444,33915,130525,127526,107191,16546,112092,6077,32167,21159,62790,8791,1477,8912,15325,2850,8472,156625,192933,220951,666421,154125,304866,173938,9354,190938,5937,1135463,7493,140239,8637,125772,7879,588,2991,11084,22394,5584,22469,1410,96265,156301,3800,2508,4336,94306,3108,5684,3851,1472,2679,1318,2561,3330,10016,177267,2758,191215,9621,1140,909,746,1627,2289,118611,3693,7780,1481,815,66740,407624,27428,59615,154845,173156,270584,3394,117634,4862,390486,141939,682295,96533,645397,920514,78644,39307,34281,50772,38470,36362,243075,2694,5132,36671,61212,10616,14412,22693,55173,374466,21469,84549,146570,6197,19492,634665,376242,41662,265827,94849,86758,299455,392695,20175,22821,200759,3280,29026,640382,667019,32472,50813,25594,780,5574,79302,10571,48659,512903,99652,151366,60073,1504,3744,229899,26570,28904,1342,30200,279099,5416,668,318225,1813,2247,17042,86514,16207,3156,38931,328192,2197,3205,1417,1502,1601717,243558,624810,264713,68484,10323,47090,10147,210182,1276223,32477,112408,636788,20632,164568,151858,53028,18346,45444
ERR912133,controle,82288,124347,205135,164456,15637,86159,58422,46725,6912,656094,22698,8407,10255,480309,76111,1901,17927,55835,2312,8441,3516,222,46463,86289,61989,1036554,173438,9935,324421,3138,551020,7081,95260,3986,18188,32309,852,1913,63887,16916,2806,18736,1469,105302,114528,2366,1627,3453,104673,1195,2620,1214,4431,2093,2381,1062,3734,67422,41081,1680,135729,6690,723,630,595,597,1859,63547,1765,5341,144144,42757,4917,22344,4155,3817,11159,12343,17092,4744,103429,2301,297987,3261,130322,24586,944,43692,13968,12299,17835,19556,5510,41222,90874,19154,1097774,7985,33573,4645,2496,3188,26593,30761,4764,46036,91995,4580,11529,204441,62833,9309,19213,6169,20953,7028,14769,4758,3448,70012,7689,34932,92829,241784,26874,25619,6057,2278,15438,50907,5552,11399,238476,3089,207798,161751,2925,3584,139270,16097,43182,1167,2296,592370,23957,7722,60790,290,609,4312,185889,2354443,2141,42983,523552,4268,5984,1895,1700,377419,368645,518766,34863,22807,6380,516501,46616,218788,37676,7626,8110,50104,3290,15400494,6486,2283,5673,9406
SRR8556900,controle,14972,1296,8438,24009,1898,14247,2989,9191,1165,148509,4673,14496,4017,64703,7606,475,5428,31081,293,1759,11333,4778,11958,20347,39625,36979,60262,11219,164811,5184,168131,3354,33008,1521,5103,4027,385,287,2296,6195,1961,4280,252,5882,32752,643,860,997,46685,541,1002,1000,2844,750,1906,390,870,98855,37955,605,51097,2720,372,321,213,261,511,10275,275,5246,10251,5892,1058,5433,874,1362,1446,2951,5433,596,17326,821,134059,1338,37111,2707,2678,29719,2026,8469,3320,1725,1198,2306,2771,3026,937,987,2271,1168,846,1061,49410,7185,1045,21351,56751,1102,10083,99164,70410,2517,6940,10126,19781,4606,14768,598,651,5538,2181,11165,30072,38637,1891,1167,779,1181,5420,9449,1176,1891,51478,604,23682,16999,1457,692,25180,3670,6400,465,34697,205992,3047,432,23542,79,613,2769,96787,4524,1713,12094,183334,4321,6271,1612,1849,628269,48321,58983,2676,11662,1238,44668,4044,21417,8435,2497,2575,14175,857,3817485,5111,703,4191,1877
SRR8556918,controle,23557,674,228,4717,152,3663,579,2441,3501,165498,251,9135,53784,4352,354,344,3000,17235,543,1176,530,311,8680,10714,218320,78453,276141,641,311001,33639,1527750,3234,5644,399,139746,1209,861,275,5392,6207,1602,53556,919,27244,345934,12708,4243,2970,100628,1705,29877,1926,11550,10158,9691,920,11049,5624,37841,701,654511,40048,2944,4176,2244,3416,8258,52456,1310,7199,1501,247,2076,21826,453,1046,1340,4260,14838,225,4667,8288,16279,401,19132,765,169,3174,1873,3266,1979,924,198,92,860,416,577,570,474,1311,1564,4035,32853,1593,270,1696,549,69,528,4496,1725,7447,1425,45,998,281,408,541,927,7558,62,1425,19562,29121,948,539,1637,1,1214,3536,155,4506,2359,77,152842,106730,2231,2623,104319,15934,37322,2204,875,742593,1086,843,70454,338,3635,8220,3946,3461,5413,43640,733078,25732,38024,10922,7584,4901,12473,15720,9445,1555,568,19198,1718,7110,38,187,618,2425,927,2103,596,84,311,765
SRR6784540,controle,82157,3615,234171,426990,45875,77587,185970,398276,77853,68743,3702,50538,14774,28201,1146,1297,22513,35869,3621,61650,102250,9979,404004,84576,323050,2716192,320754,2611,698942,281909,1799543,23610,107942,11760,12451,8870,1032,2771,165785,25754,14477,36874,311,27291,741752,45447,64647,7402,150301,15865,28872,2850,17596,8350,15168,1921,8214,14346,167311,4435,329452,28530,3071,5081,2090,3324,5747,320929,20410,13808,8416,1926,75212,110408,26248,13040,26940,77099,110306,3837,112631,8196,720179,8730,607848,48854,32375,123553,74307,292918,26774,33458,14945,1535,49278,8780,10157,19029,52287,11188,28326,23897,104989,158410,14541,288760,782941,55626,141676,2186576,591023,80455,186078,113553,399923,15316,142266,29668,12183,14365,4554,13256,421715,383976,41991,22929,162814,4140,19946,31105,5799,50809,175936,4987,255901,153306,5498,14855,249374,39465,63589,7943,33586,796291,4461,1115,137553,1564,2235,21792,10372,14970,12135,77511,922777,29663,46304,13339,12152,25823,27231,33836,36866,45281,8633,60246,17824,30120,2466,2526,23548,73415,14708,21307,76950,5042,101140,59550
SRR6784567,controle,50093,8113,22006,83396,4873,31189,186,2165,488,79167,67999,5287,19396,14814,1255,1705,22772,152093,1309,33128,42578,17190,67511,99782,110308,90479,115899,35410,625117,249767,387043,8434,33516,605,18440,16776,1005,1936,12708,18994,5072,29604,1722,7573,123893,7304,4868,4916,61446,11931,2987,2034,6478,5190,4820,1903,6135,87253,42415,1109,203150,20679,2290,1898,1328,1831,4011,45951,1827,28843,31750,19321,2398,35306,5744,4610,10064,46478,33134,2621,52044,12829,501804,4214,207709,76273,5137,154627,10291,192101,10606,13742,8053,6596,25576,5573,2281,7300,23614,7653,3706,5339,131241,22169,8684,432687,67681,5411,10538,234822,89220,22334,16532,2569,11592,4592,9180,4051,3011,313433,22846,157919,292975,351040,16755,8026,12140,5701,29833,34847,7017,5645,218944,1008,217122,157325,2811,8436,153495,17773,70192,3334,108698,278960,4362,4339,87638,762,778,7911,19072,41872,3514,32759,311216,10443,16122,5276,3650,3068170,69882,104656,55542,55174,5036,44924,5601,60820,10617,1887,6924,47213,2595,9296734,3047,1215,4589,8610
SRR8556969,controle,831,20694,45974,77569,9374,18384,383,682,90,4485,201,2123,1127,1708,68,109,2043,151103,92,2397,4687,10857,11574,35410,18501,50710,8459,17143,83007,268928,38982,954,5402,11,5929,13689,417,1738,1375,1883,310,5263,85,2501,13347,42,205,417,10945,151,104,631,107,476,398,775,382,6093,14687,330,17002,953,67,179,44,79,180,11146,84,2887,1029,288,308,5959,752,510,1104,2027,6084,2464,1139,3817,130246,684,27547,31541,28059,37764,1944,27530,221,220,1329,8821,8501,5562,653,631,2070,1613,766,567,30201,4475,4133,24647,47978,3057,4820,84300,65456,2869,3832,10476,26309,2914,13987,495,2302,1223,2456,11921,12670,33460,603,841,726,1560,7785,14410,2051,1909,114238,579,31921,37164,1137,889,12838,1671,12211,399,8864,10603,957,275,46538,280,241,3301,444,5796,490,3660,23124,110,249,50,42,775039,2226,5697,4705,2819,412,1896,464,2093,5153,539,6399,8962,1902,1094775,5896,464,5788,1559
ERR911991,controle,82113,6875,80206,89312,4961,29033,2098,783,195,374684,4853,13232,12552,272202,30580,1255,7146,791614,2385,14758,90001,2303,63182,68746,199311,171597,529339,44443,568816,2674143,2200178,28741,80499,4546,45405,4059221,31635,46735,34672,47160,7263,61389,3444,1762463,295797,6839,4008,8870,346219,7303,11020,18350,6110,4589,5085,9544,5082,614891,103042,3206,408637,19697,1284,939,682,1448,2722,123822,3437,13481,117322,39986,13275,46608,6566,3068,18688,17186,36590,2007,46174,3171,165462,5385,208738,37051,2477,49785,19209,54602,10474,16288,3968,4870,34149,11083,1730,9640,16772,3803,3823,4761,49950,28257,2149,134384,84052,5119,8979,281633,133680,10953,23217,7304,26315,8442,18736,4397,2991,181903,10495,61134,117164,461133,19752,14272,6226,11504,54410,13610,2348,5462,96847,6144,238582,129052,7625,15283,279365,36905,57484,2171,300237,1917284,343596,21397,1750986,7206,6621,58409,434795,36906,10257,194603,1291125,11004,15868,4864,3513,100894,97791,154087,26879,33602,7768,67812,12275,91617,78440,1834,18468,25734,2672,24612,9688,3710,8711,15809
SRR24907942,controle,3748,129039,12158,29903,2353,6087,24148,41926,4611,212511,15506,22666,5386,76370,23321,1385,11503,60477,2671,11793,8089,151050,53331,121046,94386,53435,51124,1458,175707,19928,96877,2309,3180,71,71053,11842,876,1016,1162,3844,1657,5664,591,10506,12274,644,326,3766,18688,388,378,707,5785,734,3856,1536,550,34752,13809,968,18619,1789,145,191,110,254,345,6351,325,4652,3346,1518,1986,49061,5246,4537,4194,13588,24988,10280,1351,1392,151854,7674,141029,189526,5490,216184,5244,24739,477,316,7888,36322,17988,44065,1035,1953,12623,2400,2156,2107,14188,42809,7448,39330,46473,4536,3178,177998,68554,15181,30550,10886,21879,17462,33991,1442,11705,47438,2841,19150,49653,50309,1465,3148,2137,2275,10799,46382,3593,17268,552716,4280,92503,43609,1368,3448,87003,9799,21771,1274,1456,220686,966,3498,16369,233,1134,3463,113350,2327,2746,9594,164522,8519,13451,3841,2926,19853,4326,7865,7973,2262,623,4388,1006,4465,31941,18885,13815,125576,12397,88536,13571,4666,9950,4251
SRR8556902,fbm,1442,370,103388,142075,22220,18462,5900,18043,1126,75908,6261,112844,2735,562,152,494,1225,3899,5453,678,3051,41,30121,1140,39660,73899,135329,533,237730,8767,1037066,354,43623,3918,74189,1858,235,465,1100,624,235,18054,676,29105,30024,1977,822,64,17234,1743,4713,1179,6318,5704,4649,466,7120,2133,51288,2486,392568,37359,2620,2820,3760,11272,2648,7963,339,3730,31633,4789,369,16656,3445,3478,1600,8175,15058,610,3619,10607,63120,286,58141,2083,119,3652,1853,1971,2835,1162,252,335,2777,556,722,1023,6026,639,616,3184,5127,21290,846,55990,10806,678,5556,16252,8240,1594,13744,2595,8421,1630,4686,233,249,3148,10001,30457,48685,7997,476,460,555,1059,3152,4093,182,5895,34318,207,71449,41085,2004,186,795,522,9397,3478,497,379361,94,2279,67162,2829,4166,11325,499,1889,2605,5692,239697,9380,15763,2621,1819,886,4765,7232,1516,7207,974,7325,648,2223,175102,436,53389,157546,5303,140,1823,200,1511,6226
SRR8556953,fbm,30,194,30515,42094,7102,5982,4513,2123,1464,347523,9885,102562,34113,25873,7991,801,5166,15805,7783,463,858,159,17446,1689,79046,11419,128446,660,281884,638,774566,1351,121553,11181,35497,1972,394,418,2617,1590,803,6403,1644,21282,48939,3570,2945,190,17320,5034,5469,5556,3016,3168,3142,2558,3663,1785,37381,1796,205996,20556,1223,955,1487,7558,1534,17459,1860,5543,28450,4395,434,19473,731,1299,3163,4674,16861,404,318,4619,29765,49,27092,2275,161,6524,847,10889,130,24,431,140,1830,457,3367,725,1128,305,506,1689,5989,13865,853,10744,8831,570,1046,14522,5647,1709,4817,13511,21520,8447,26991,336,538,903,724,6253,51504,27140,110,328,483,828,4774,2540,397,15811,19279,952,27068,17761,2072,443,1319,498,3836,1043,140,217509,925,2232,326396,7652,14593,31682,469,904,1457,6927,119753,6377,6541,740,535,1061,1154,2572,764,1088,352,884,226,521,34399,21356,5634,27733,2011,303,8218,2069,5198,2335
SRR8556896,fbm,398,138,114603,154773,24803,23674,16,304,19,30853,46,17137,5619,340,62,53,1397,1463,1482,531,1495,480,13931,7950,51492,18178,82994,504,121826,905,270779,451,21157,1767,9666,2306,1352,263,718,217,250,6310,1311,5960,6005,442,215,138,8479,258,1647,528,3678,1548,4456,907,1668,86988,19676,790,82025,8527,334,496,606,2715,913,4551,63,3081,16851,2655,55,1966,231,712,942,1583,2042,2429,2055,1924,14440,1884,26418,77757,7714,26055,421,3707,378,158,265,82792,3047,42771,349,902,979,225,479,231,2422,4422,333,4442,4663,208,959,9006,5022,1577,2677,3875,6705,2694,8403,282,474,795,3080,3543,23872,8732,191,377,259,329,1369,11674,149,2880,26529,311,19919,4128,457,326,14950,2166,1797,339,25,309256,270,1376,39601,1714,5332,5969,28309,1678,1026,3120,179056,6410,9510,1834,856,534,2075,1688,1021,1652,569,743,378,776,4761,1994,3308,2396,1121,216,2237,619,1635,1425
SRR8557018,fbm,17379,5963,29204,59182,8388,9426,2026,6636,411,143631,403,5055,11462,18079,5829,1661,18278,12290,840,1168,14493,1058,18180,13263,59504,35743,108799,2324,252484,1587,667800,823,3060,139,1555,176483,6248,8673,2103,1982,817,8561,1537,4767,76279,9155,3387,572,38074,13281,4073,499,5237,1715,6010,901,1664,7120,63723,1879,72707,9745,490,368,604,1940,733,45493,2005,3767,370,174,83,5246,376,727,1000,2487,7170,841,53430,1767,24409,119,65749,30463,122,9730,1263,15224,28620,13762,179,16413,1490,9398,4350,777,1706,164,512,357,5971,3608,445,39137,23002,570,4689,55875,18767,1567,6295,2884,5840,2112,6187,211,220,1105,4942,19439,24120,31397,5653,578,488,0,1176,8876,310,2059,60332,298,74134,11134,1316,1064,62128,9285,6148,396,176,290604,234754,31482,42221,2496,6520,7380,1516,25025,2124,4818,176725,6603,9314,2199,919,2158,32450,46119,10783,4234,835,16903,1340,10229,3039,1498,2507,3305,925,116,1857,348,1084,2076
SRR8556944,fbm,10961,105,20582,34104,5233,4688,24429,72045,4437,167848,164,10865,54526,679,355,614,3870,6834,1366,465,1734,31,20493,1328,79497,9812,382919,1241,384529,425,930223,1169,5390,1046,2370,1733,1458,3240,2641,3089,1347,10690,1800,6058,42771,4610,3652,478,20272,50962,5824,2837,20325,2678,21601,3743,4354,8137,123941,5369,172341,19417,1015,993,709,4123,2073,64236,4065,8107,405,29,391,30228,664,803,1859,7986,29020,40,26305,3587,16214,134,46770,827,129,2586,1836,7061,17798,8041,94,485,779,264,102999,792,1509,477,450,680,4149,2389,571,31763,1018,48,653,2625,754,2949,4976,20,539,140,100,326,548,743,56279,67120,28818,16889,3731,357,554,87,1366,1449,51,2792,1661,123,1544,6679,2325,657,3243,965,762,1341,503,1426964,124,2799,204053,8491,4687,28262,123307,2868,5313,15096,869528,34505,41264,10770,6528,736,4917,3298,3254,46448,3452,2371,151,3905,11,91,616,5430,1552,400,181,4,213,1858
